frame,pID,unitID,x,y
3240,0,40,907,171
3240,1,44,2168,3771
3240,1,50,2260,3892
3240,0,55,1949,3956
3240,1,56,2260,3956
3240,1,61,2112,3824
3240,1,155,2292,3828
3240,0,83,955,274
3240,0,158,1096,152
3240,1,175,1924,3891
3240,0,88,1056,272
3240,1,94,2112,3648
3240,0,176,1038,350
3240,0,174,1088,132
3240,0,179,1056,272
3240,0,164,875,276
3240,1,159,2263,3789
3240,0,170,882,235
3240,1,166,2241,3785
3240,0,154,945,368
3240,1,171,1984,3888
3240,1,157,2260,3941
3240,1,116,2292,3883
3240,0,172,986,325
3240,0,156,987,231
3240,1,173,2144,3691
3240,0,167,907,276
3240,1,161,1973,3828
3240,0,178,1328,192
3240,1,165,2096,3904
3360,1,177,2237,3933
3360,1,180,2112,3824
3360,1,181,1984,3888
3360,0,182,1024,192
3360,0,8,1056,96
3360,0,162,1536,224
3360,1,169,2260,3723
3360,0,168,1568,304
3360,1,163,2168,3696
3360,0,160,1096,221
3360,0,37,955,233
3360,0,40,966,145
3360,1,44,2147,3764
3360,1,50,2260,3892
3360,0,55,2435,3941
3360,1,56,2183,3878
3360,1,61,2112,3824
3360,1,155,2292,3828
3360,0,83,876,235
3360,0,158,1088,132
3360,1,175,2351,4009
3360,0,88,1056,272
3360,1,94,2112,3648
3360,0,176,939,414
3360,0,174,1072,132
3360,0,179,1056,272
3360,0,164,879,276
3360,1,159,2292,3787
3360,0,170,875,235
3360,1,166,2260,3787
3360,0,154,907,404
3360,1,171,1984,3888
3360,1,157,2243,3938
3360,1,116,2182,3877
3360,0,172,907,340
3360,0,156,875,276
3360,1,173,2144,3691
3360,0,167,907,276
3360,1,161,2175,3742
3360,0,178,1328,192
3360,1,165,2096,3904
3480,1,177,2292,3892
3480,1,180,2112,3824
3480,1,181,1984,3888
3480,0,182,1024,192
3480,0,8,1056,96
3480,0,162,1536,224
3480,1,169,2241,3729
3480,0,168,1568,304
3480,1,163,2144,3722
3480,0,160,1089,221
3480,0,37,907,171
3480,0,40,942,161
3480,1,44,2145,3771
3480,1,50,2236,3876
3480,0,55,2293,3526
3480,1,56,2259,3956
3480,1,61,2112,3824
3480,1,155,2182,3828
3480,1,183,2000,3648
3480,0,83,907,331
3480,0,158,1072,132
3480,1,175,2344,3663
3480,0,88,1056,272
3480,1,94,2112,3648
3480,0,176,907,404
3480,0,174,1096,132
3480,0,179,1056,272
3480,0,164,885,235
3480,1,159,2292,3787
3480,0,170,919,235
3480,1,166,2256,3787
3480,0,154,977,333
3480,1,171,1984,3888
3480,1,157,2245,3924
3480,1,116,2292,3883
3480,0,172,907,340
3480,0,156,875,276
3480,1,173,2260,3723
3480,0,167,959,273
3480,1,161,2038,3680
3480,0,178,1328,192
3480,1,165,2096,3904
3600,1,177,2199,3877
3600,1,180,2112,3824
3600,1,181,1984,3888
3600,0,182,1024,192
3600,0,8,1056,96
3600,0,162,1536,224
3600,1,169,2292,3828
3600,0,168,1568,304
3600,1,163,2144,3771
3600,0,160,1074,209
3600,0,184,1056,272
3600,0,37,907,171
3600,0,40,907,139
3600,1,44,1624,3705
3600,1,50,2260,3883
3600,0,55,2007,3585
3600,1,56,2260,3956
3600,1,61,2112,3824
3600,1,155,2292,3828
3600,1,183,2000,3648
3600,0,83,988,323
3600,0,158,1072,132
3600,1,175,1887,3767
3600,0,88,1056,272
3600,1,94,2112,3648
3600,0,176,977,333
3600,0,174,1096,139
3600,0,179,907,340
3600,0,164,907,171
3600,1,159,2192,3787
3600,0,170,912,236
3600,1,166,2194,3787
3600,0,154,907,404
3600,1,171,1984,3888
3600,1,157,2260,3941
3600,1,116,2292,3883
3600,0,172,907,340
3600,0,156,953,276
3600,1,173,2183,3787
3600,0,167,877,235
3600,1,161,2008,3626
3600,0,178,1328,192
3600,1,165,2096,3904
3720,1,177,2221,3893
3720,1,180,2157,3745
3720,1,181,1927,3898
3720,0,182,1024,192
3720,0,8,1056,96
3720,0,162,1536,224
3720,1,169,2292,3828
3720,0,168,1568,304
3720,1,163,2147,3764
3720,1,185,1728,3632
3720,0,160,1073,179
3720,0,184,1056,272
3720,0,37,988,235
3720,0,40,907,139
3720,1,44,1291,3462
3720,1,50,2260,3877
3720,0,55,2007,3585
3720,1,56,2221,3915
3720,1,61,2112,3824
3720,1,155,2231,3828
3720,1,183,2000,3648
3720,0,83,907,323
3720,0,158,1096,132
3720,1,175,1727,3630
3720,0,88,1056,272
3720,1,94,2112,3648
3720,0,176,907,404
3720,0,174,1072,167
3720,0,179,907,340
3720,0,164,907,171
3720,1,159,2292,3787
3720,0,170,875,235
3720,1,166,2260,3787
3720,0,154,907,387
3720,1,171,1984,3888
3720,1,157,2255,3941
3720,1,116,2205,3877
3720,0,172,953,322
3720,0,156,875,276
3720,1,173,2260,3723
3720,0,167,907,235
3720,1,161,1980,3606
3720,0,178,1328,192
3720,1,165,2096,3904
3840,1,177,2260,3892
3840,1,180,2145,3746
3840,1,181,2124,3575
3840,0,182,1024,192
3840,0,8,1056,96
3840,0,162,1536,224
3840,1,169,2185,3828
3840,0,168,1568,304
3840,1,163,2144,3768
3840,1,185,1728,3632
3840,0,160,1096,143
3840,0,184,964,323
3840,0,37,907,171
3840,0,40,996,221
3840,1,44,1459,3041
3840,1,50,2246,3877
3840,0,55,2289,3638
3840,1,56,2214,3912
3840,1,186,2112,3824
3840,1,61,2112,3824
3840,1,155,2288,3828
3840,0,187,1056,272
3840,1,183,2000,3648
3840,0,83,907,340
3840,0,158,1096,132
3840,1,175,1723,3626
3840,0,88,1056,272
3840,1,94,2112,3648
3840,0,176,907,404
3840,0,174,1072,205
3840,0,179,907,340
3840,0,164,907,171
3840,1,159,2292,3787
3840,0,170,879,235
3840,1,166,2260,3787
3840,0,154,987,325
3840,1,171,1984,3888
3840,1,157,2196,3876
3840,1,116,2267,3884
3840,0,172,907,331
3840,0,156,883,276
3840,1,173,2194,3775
3840,0,167,907,235
3840,0,178,1328,192
3840,1,165,2096,3904
3960,1,177,2260,3892
3960,1,180,2033,3657
3960,1,181,2376,3869
3960,0,182,1024,192
3960,0,8,1056,96
3960,0,162,1536,224
3960,1,169,2292,3828
3960,0,168,1568,304
3960,1,163,2147,3766
3960,1,185,1728,3632
3960,1,188,1984,3888
3960,0,160,1096,132
3960,0,184,960,322
3960,0,37,907,180
3960,0,40,907,139
3960,1,44,1576,2568
3960,1,50,2255,3883
3960,0,55,2223,4011
3960,1,56,2260,3956
3960,1,186,2112,3824
3960,1,61,2112,3824
3960,1,155,2245,3828
3960,0,187,1056,272
3960,1,183,2000,3648
3960,0,83,920,325
3960,0,158,1072,132
3960,1,175,1751,3691
3960,0,88,1056,272
3960,1,94,2112,3648
3960,0,176,907,404
3960,0,174,1096,221
3960,0,179,907,340
3960,0,164,931,162
3960,1,159,2182,3788
3960,0,170,971,235
3960,1,166,2182,3787
3960,0,154,907,387
3960,1,171,1984,3888
3960,1,157,2260,3941
3960,1,116,2292,3883
3960,0,172,907,404
3960,0,156,902,275
3960,1,173,2261,3723
3960,0,167,988,234
3960,0,178,1328,192
3960,1,165,2096,3904
4080,1,177,2260,3892
4080,1,180,1967,3602
4080,1,181,2083,4009
4080,0,182,1024,192
4080,0,8,1056,96
4080,0,162,1536,224
4080,1,169,2292,3828
4080,0,168,1568,304
4080,1,163,2144,3702
4080,1,185,1728,3632
4080,1,188,1984,3888
4080,0,160,1095,132
4080,0,184,907,340
4080,0,189,1568,304
4080,0,37,966,242
4080,0,40,907,157
4080,1,44,1489,2051
4080,1,50,2292,3883
4080,0,55,1815,3805
4080,1,56,2255,3950
4080,1,186,2112,3824
4080,1,61,2112,3824
4080,1,155,2289,3787
4080,0,187,1056,272
4080,1,183,2000,3648
4080,0,83,907,331
4080,0,158,1072,132
4080,1,175,1755,3625
4080,0,88,1056,272
4080,1,94,2112,3648
4080,0,176,926,384
4080,0,174,1096,221
4080,0,179,907,404
4080,0,164,907,139
4080,1,159,2292,3787
4080,0,170,875,276
4080,1,166,2292,3828
4080,0,154,907,404
4080,1,171,1984,3888
4080,1,157,2260,3941
4080,1,116,2241,3877
4080,0,172,987,321
4080,0,156,875,235
4080,1,173,2260,3723
4080,0,167,875,235
4080,0,178,1328,192
4080,1,165,2096,3904
4200,1,177,2191,3876
4200,1,180,2005,3676
4200,1,181,1847,3719
4200,0,182,1024,192
4200,0,8,1056,96
4200,0,162,1536,224
4200,1,169,2196,3828
4200,0,168,1568,304
4200,1,163,2144,3691
4200,1,185,1728,3632
4200,1,188,1984,3888
4200,0,160,1049,132
4200,1,190,2112,3824
4200,0,184,875,275
4200,0,189,1568,304
4200,0,37,875,235
4200,0,40,942,175
4200,1,44,1492,1473
4200,1,50,2292,3883
4200,0,55,1796,3600
4200,1,56,2208,3905
4200,1,186,2292,3787
4200,1,61,2112,3824
4200,1,155,2260,3787
4200,0,187,875,276
4200,1,183,2000,3648
4200,0,83,907,323
4200,0,158,1088,132
4200,1,175,1708,3662
4200,0,88,1056,272
4200,1,94,2112,3648
4200,0,176,907,387
4200,0,174,1096,221
4200,0,179,907,404
4200,0,164,907,139
4200,1,159,2292,3828
4200,0,170,875,276
4200,1,166,2292,3828
4200,0,154,947,352
4200,1,171,1984,3888
4200,0,191,1056,272
4200,1,157,2189,3885
4200,1,116,2292,3892
4200,0,172,907,404
4200,0,156,965,234
4200,1,173,2183,3786
4200,0,167,879,235
4200,0,178,1328,192
4200,1,165,2096,3904
4320,1,177,2241,3893
4320,1,180,2280,3789
4320,1,181,1877,3563
4320,0,182,1024,192
4320,0,8,1056,96
4320,0,162,1536,224
4320,1,169,2292,3787
4320,0,168,1568,304
4320,1,163,2144,3691
4320,1,185,1728,3632
4320,1,188,2005,3733
4320,0,160,1072,132
4320,1,190,2112,3824
4320,0,184,875,235
4320,0,189,1568,304
4320,0,37,879,235
4320,0,40,917,166
4320,1,44,1631,992
4320,1,50,2205,3883
4320,0,55,2137,3368
4320,1,56,2260,3956
4320,1,186,2285,3787
4320,1,61,2112,3824
4320,1,155,2248,3787
4320,0,187,875,276
4320,1,183,2000,3648
4320,0,83,907,323
4320,0,158,1096,132
4320,1,175,1745,3699
4320,0,88,1056,272
4320,1,94,2112,3648
4320,0,176,907,340
4320,0,174,1098,221
4320,0,179,907,404
4320,0,164,985,212
4320,1,159,2185,3828
4320,0,170,988,276
4320,1,166,2292,3828
4320,0,154,907,404
4320,1,171,1984,3888
4320,0,191,1056,272
4320,1,157,2260,3941
4320,1,116,2193,3877
4320,0,172,907,397
4320,0,156,875,235
4320,1,173,2260,3723
4320,0,167,985,231
4320,0,178,1328,192
4320,1,165,2096,3904
4440,1,177,2260,3892
4440,1,180,2214,3787
4440,1,181,2259,3584
4440,0,182,1024,192
4440,0,8,1056,96
4440,0,162,1536,224
