ProtossPylon,ProtossSecondPylon,ProtossFirstGas,ProtossSecondGas,ProtossFirstExpansion,ProtossSecondExpansion,ProtossThirdExpansion,ProtossFourthExpansion,ProtossGateway,ProtossSecondGatway,ProtossThirdGatway,ProtossFourthGatway,ProtossCore,ProtossZealot,ProtossGoon,ProtossRange,ProtossForge,ProtossCannon,ProtossGroundWeapons1,ProtossGroundArmor1,ProtossShields1,ProtossGroundWeapons2,ProtossGroundArmor2,ProtossShields2,ProtossCitadel,ProtossLegs,ProtossArchives,ProtossTemplar,ProtossArchon,ProtossStorm,ProtossDarkTemplar,ProtossDarkArchon,ProtossMaelstorm,ProtossRoboBay,ProtossShuttle,ProtossShuttleSpeed,ProtossRoboSupport,ProtossReavor,ProtossReavorDamage,ProtossReavorCapacity,ProtossObservory,ProtossObs,ProtossStargate,ProtossCorsair,ProtossDisruptionWeb,ProtossFleetBeason,ProtossCarrier,ProtossCarrierCapacity,ProtossTribunal,ProtossArbitor,ProtossStatis,ProtossRecall,ProtossAirWeapons1,ProtossAirArmor1,ProtossAirWeapons2,ProtossAirArmor2,midBuild
1198,3732,2370,12360,6072,8842,15438,18116,1926,7358,11206,11328,3046,13248,4108,4222,14966,16872,15830,21362,0,21356,26972,0,4808,12642,14408,16482,24508,16506,20938,0,0,6738,0,0,0,0,0,0,8480,9220,13708,0,0,0,0,0,15760,18648,22638,0,0,0,0,0,FastLegs
1274,2620,3598,4340,8302,11394,15912,0,1876,5952,10388,12794,5238,2966,6294,6324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9730,11310,0,11792,12574,0,0,11208,14846,14790,0,0,0,0,0,0,0,0,0,15602,0,0,0,FastExpand
1308,3038,3652,11846,8198,9548,0,0,1914,3626,4304,9626,4802,2894,6252,5946,10126,10934,0,0,0,0,0,0,11548,0,0,0,0,0,0,0,0,8730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1240,3274,2404,13158,3750,11786,12508,20218,1930,4580,8262,8658,3966,2938,5340,5204,13342,14268,14248,23464,0,20996,27914,0,8930,10096,15960,27500,0,27436,27518,0,0,13244,27850,0,0,0,0,0,14794,15580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1164,3804,2280,17698,7790,11730,16658,19142,1760,4888,11806,12410,3208,2786,4410,4444,15718,16740,16712,0,0,0,0,0,13748,14862,17640,0,0,0,0,0,0,8490,10142,0,9840,10910,0,0,12176,14156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1230,3398,2282,9550,7156,13826,18546,23954,1866,6936,8646,10944,3060,10616,4080,4514,11900,12854,12938,18678,24064,17584,24016,28892,10670,12198,16462,0,0,0,0,0,0,5642,11196,0,0,0,0,0,7220,7936,16902,0,0,0,0,0,18806,21448,19876,24104,0,0,0,0,FastObs
1212,3430,2440,10846,6204,13384,14872,26080,1980,7642,10006,11018,3172,6034,4192,4512,11692,12608,13122,18950,0,18978,23706,0,9020,11044,12498,31864,32856,0,0,0,0,7272,13598,0,0,0,0,0,8610,9214,13634,0,0,0,0,0,16230,18228,18248,22094,0,0,0,0,FastExpand
1202,3102,2476,12336,5278,9504,14224,18014,1970,9696,9996,10380,3772,2958,5532,6574,12266,13504,16648,21160,21192,21174,0,0,10836,12032,12534,0,0,0,0,0,0,5958,7316,0,7502,8094,0,0,8054,8936,13742,0,0,0,0,0,16192,18068,21404,19386,0,0,0,0,FastExpand
1324,2538,3914,12252,9896,13472,20496,23650,1954,3638,7048,7342,4836,2976,6040,11876,14508,15732,18272,21792,21800,22364,0,0,6536,11086,7648,10166,0,10318,8660,0,0,0,0,0,0,0,0,0,0,0,14142,0,0,0,0,0,15582,17418,27974,17446,0,0,0,0,FastDT
1154,3686,2356,12670,6552,11608,25950,0,1828,3324,9538,16104,2964,6804,4280,3974,12372,13430,14510,0,0,18910,0,0,14468,15940,15920,0,0,0,0,0,0,7368,0,0,0,0,0,0,8658,9792,12770,0,0,0,0,0,17452,20186,21622,23866,0,0,0,0,FastExpand
1246,3586,2338,10962,7120,14576,17650,24142,1928,8198,9872,10326,3110,8858,4162,8776,15862,17186,17066,17790,0,21598,26156,0,4432,11068,5500,18872,0,21046,6516,0,0,7666,15168,0,0,0,0,0,9284,10206,11726,0,0,0,0,0,13400,15066,17810,15120,0,0,0,0,FastDT
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1230,3582,2258,15464,6920,9934,15912,22664,1884,9088,10452,11778,3150,11188,4254,7622,18628,19558,19566,0,0,0,0,0,4598,11068,5648,16624,0,21898,6690,0,0,7384,13462,0,0,0,0,0,8804,9380,13528,0,0,0,0,0,16722,17890,17906,21354,4878,0,0,0,FastDT
1254,3400,2262,12408,6278,10370,14398,20088,1878,6678,10440,10574,2914,10680,4126,4272,12522,15164,13354,16726,18168,19150,21948,0,11516,12794,18134,21104,0,20042,0,0,0,7446,9086,0,9556,10112,0,0,13080,14174,17144,0,0,0,0,0,19132,20452,0,0,0,0,0,0,FastExpand
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1232,3082,2576,14604,9280,11374,16352,31376,1930,6026,10086,11870,4010,2928,5034,5192,16836,17754,26562,26560,0,0,26562,0,12104,13266,0,0,0,0,0,0,0,5490,7152,0,6908,7920,0,0,9502,11696,14798,0,0,16922,18180,18206,0,0,0,0,18232,29106,25250,0,ReaverDrop
1152,3296,2182,8998,5466,12214,17738,24416,1808,6182,7312,9054,2832,9228,3826,22184,18194,19128,19086,19098,0,23318,23330,0,11530,13008,17630,0,0,0,0,0,0,6644,8172,0,0,0,0,0,8118,9326,10080,0,0,11486,12564,13338,18640,19772,19730,23676,0,0,0,0,FastExpand
1276,3402,1780,7798,7338,16004,0,0,2316,2834,11568,11702,8168,3300,13032,11780,4330,5344,0,0,0,0,0,0,9528,15742,10638,0,0,0,11630,0,0,12126,0,0,0,0,0,0,13558,14440,13278,0,0,0,0,0,14818,16140,0,0,0,0,0,0,FastExpand
1198,4082,2648,7878,3816,19938,0,0,1986,5238,0,0,4800,2968,5782,6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7230,8604,13846,9150,9858,0,0,0,0,15018,0,0,16224,17216,17900,0,0,0,0,17934,0,0,0,FastExpand
1196,3714,2508,10120,7946,15222,18282,21150,1914,3482,10630,11514,3072,12576,4096,4384,12120,15786,14122,21076,0,18352,0,0,9198,14152,10236,16254,0,15910,11236,0,0,8282,9620,0,0,0,0,0,11960,12532,12460,0,0,0,0,0,13860,14898,17508,0,0,0,0,0,FastExpand
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1184,3622,2238,14242,9272,11228,18272,21538,1850,6038,11474,11874,2912,14042,4018,4470,15262,16294,16252,20854,0,20836,26202,0,12308,14170,19070,0,0,0,0,0,0,5750,8514,0,9366,9928,0,0,7134,7756,19614,0,0,0,0,0,21700,23750,24194,29540,0,0,0,0,FastObs
1220,2875,2420,23360,8145,9670,24045,24580,1895,4415,10565,14495,3970,2900,5050,5290,14080,15015,18505,23380,0,0,0,0,13425,14430,0,0,0,0,0,0,0,11615,0,0,0,0,0,0,13035,13660,21430,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1235,4190,2280,8845,7425,13950,15530,23290,1895,3385,10095,10520,2905,14380,4025,3915,8460,9395,11620,0,0,16450,0,0,5655,12575,6660,18880,0,18495,7655,0,0,11025,0,0,0,0,0,0,12350,12975,16520,0,0,0,0,0,18170,19165,20620,0,0,0,0,0,FastDT
1195,2970,2375,13215,4390,12670,12795,19500,1880,5250,6100,9595,3380,2900,4725,4895,15610,16315,17170,0,0,24980,0,0,12700,13725,18270,19265,27040,19290,24080,0,0,8015,0,0,0,0,0,0,9900,10840,18245,0,0,0,0,0,20265,22255,28105,24750,0,0,0,0,FastExpand
1210,2368,3162,14250,5814,9432,12536,19480,1974,7332,9742,13608,3946,2974,4986,4968,12056,14784,13124,13128,26830,17300,17308,32476,12768,14586,14160,18388,0,17052,15954,0,0,6570,11570,0,21854,24836,0,0,8402,9138,15236,0,0,0,0,0,16524,17672,19084,21992,0,0,0,0,FastExpand
1270,2406,2914,6510,4830,11212,16496,18344,1924,3286,7776,9378,7302,3000,8326,10744,5298,6224,13438,18004,18008,37718,24304,24310,8416,9506,9486,12504,0,12214,10528,0,0,11570,13910,0,0,0,0,0,15756,16606,16918,0,0,18812,20114,20128,0,0,0,0,20158,28546,24318,0,FastExpand
1192,3424,1982,2924,4404,12832,0,0,2282,5324,7332,9950,4888,3288,6028,5976,0,0,0,0,0,0,0,0,13256,15258,0,0,0,0,0,0,0,6208,8050,0,8648,9472,0,0,8214,16728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1178,3000,2406,8578,8006,13962,16126,20444,2050,6838,10598,11990,3880,3076,4886,8430,15928,17104,16614,22028,0,20776,26472,0,5426,11652,6672,14952,23846,14726,7786,0,0,6206,8652,0,0,0,0,0,10070,10628,16648,0,0,0,0,0,19874,21230,21602,25994,0,0,0,0,FastDT
1276,2804,3854,11604,9544,10738,15348,0,1910,4440,7424,12038,4816,2892,5804,6388,0,0,0,0,0,0,0,0,7090,14144,8234,0,0,0,9214,0,0,7210,8490,0,0,0,0,0,10308,11804,9826,0,0,0,0,0,13156,14836,0,0,0,0,0,0,FastDT
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1200,3614,2252,9354,5162,13280,16662,0,1894,6010,11614,13500,3128,11190,4146,5468,14372,15224,0,0,18880,0,0,0,8106,13320,9102,17438,0,17076,10086,0,0,8620,9922,0,0,0,0,0,9982,10724,11268,0,0,12832,14030,14116,0,0,0,0,14166,23512,18974,0,FastExpand
1148,3266,2184,12646,7926,8982,15184,0,1832,9992,11010,13892,2834,12268,3868,4096,12768,14026,0,0,0,0,0,0,10962,12210,0,0,0,0,0,0,0,5412,6736,0,6830,7544,0,0,9282,10498,12350,0,0,14352,16728,0,0,0,0,0,0,0,0,0,ReaverDrop
1194,3462,3832,6224,2646,11826,16508,18964,3176,5056,8916,9192,4566,4210,5574,7830,10484,11404,12358,21778,0,20054,0,0,6100,9648,7304,30622,37588,30690,8350,0,0,9510,0,0,0,0,0,0,11158,12026,8962,0,0,16714,18556,21000,10612,11906,17864,13146,15134,0,20124,0,FastExpand
1218,2580,4652,7680,4468,10456,14848,18684,1990,5890,8396,8642,5238,3096,6304,6724,12406,13392,13214,17370,28464,17438,22104,34374,10734,11862,12342,16078,0,21974,39600,0,0,8018,16714,0,0,0,0,0,9378,10024,14472,0,0,0,0,0,15704,16720,16750,18834,0,0,0,0,FastExpand
1140,3164,5522,8768,5184,10348,13690,0,1950,2456,11184,11900,5922,2946,6916,8098,13366,14970,14950,0,0,0,0,0,12872,13874,16810,0,0,0,0,0,0,9952,11304,0,11442,12280,0,0,11970,12848,18062,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1194,3308,2422,12852,5908,10648,16472,19472,1868,4222,4428,8954,2868,9506,3878,4324,13446,16518,14602,23122,34618,18792,27238,0,9574,11174,14592,22186,26784,17680,16238,0,0,6820,8268,0,0,0,0,0,8454,9390,15056,0,0,0,0,0,17054,18774,18778,21682,0,0,0,0,FastExpand
1138,3444,2256,10128,5894,8488,13248,17948,1900,7362,9438,9614,2960,11128,4030,4170,13478,14320,14366,15866,23916,18976,0,28008,11600,12882,15104,17440,0,17452,0,0,0,7104,0,0,0,0,0,0,8588,9408,13166,0,0,14424,15878,16642,21374,26398,24878,24910,13146,18140,18122,23034,FastExpand
1144,5654,3586,6778,3088,10054,15226,18850,3300,4554,10830,11180,4424,9370,5598,7400,13940,15030,15000,19336,17842,23140,27550,0,11014,13198,19454,21188,24874,21228,22418,0,0,6598,7938,0,8356,9012,0,0,8150,8782,13404,0,0,14698,15916,15924,0,0,0,0,15980,18656,20392,23104,FastExpand
1108,2678,4346,6344,4020,14834,21252,0,1832,5418,15044,16796,5068,2810,6096,7440,17474,19114,21568,0,0,0,0,0,15136,16282,0,0,0,0,0,0,0,6932,8280,0,8266,9032,0,0,8500,10282,8834,0,0,10548,11574,13206,0,0,0,0,13230,0,17354,0,FastExpand
1124,2376,2490,9590,6388,11282,13300,17780,1826,3718,8232,10658,3360,2808,4442,4804,14892,16000,17998,19232,21770,23446,23474,27232,14420,15754,16056,17544,0,17126,0,0,0,7402,8930,0,9508,10978,0,0,8730,9276,10478,0,0,11798,12812,17076,20036,0,0,0,17092,23130,22404,27954,FastExpand
1222,3548,2614,8506,6256,13200,16952,18396,1982,8560,9344,13938,3072,14634,4150,4354,14448,15188,0,0,0,0,0,0,8140,13838,9160,0,0,0,0,0,0,6634,8042,0,8018,8764,0,0,10516,11114,9802,0,0,0,0,0,11874,12868,12962,17824,0,0,0,0,FastExpand
1148,3408,2238,7798,6312,13602,16998,0,1872,10114,13322,14866,3036,8334,4080,4394,17134,0,0,0,0,0,0,0,16162,17670,0,0,0,0,0,0,0,6490,7838,0,7990,8788,0,0,8722,9862,9536,0,0,10962,12010,13248,0,0,0,0,13268,0,17348,0,FastExpand
1106,2668,4662,8146,4288,10376,16414,0,1866,5854,12294,12674,5026,2902,6110,10336,14316,15278,0,0,0,0,0,0,12334,15746,0,0,0,0,0,0,0,6808,11082,0,10700,11596,0,0,8266,8832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1184,3186,2212,0,8112,13042,0,0,1842,5722,8840,12050,2862,6776,3874,4066,15288,16040,16020,0,0,0,0,0,12144,13154,0,0,0,0,0,0,0,5632,10726,0,11258,11794,0,0,6996,7594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1170,3282,2352,0,5806,8404,18060,0,1866,6018,8890,14618,2908,10030,3890,4058,14688,19400,0,19360,0,0,0,0,9622,11412,22960,0,0,0,0,0,0,12660,0,0,0,0,0,0,13970,14500,22630,0,0,0,0,0,24304,0,0,0,0,0,0,0,FastExpand
1174,3354,3516,13030,2616,14904,15336,0,2920,5246,10776,10958,4372,3906,5614,5484,0,0,0,0,0,0,0,0,14760,15840,0,0,0,0,0,0,0,6846,8840,10394,8852,9586,0,0,12150,12900,18022,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1210,3426,2442,0,7408,0,0,0,1932,5380,8130,8440,2972,0,3972,9132,0,0,0,0,0,0,0,0,4924,0,5908,0,0,0,6894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5098,0,0,0,FastDT
1176,3244,2250,17060,5492,11624,15888,22766,1868,5828,9000,10198,2898,8150,3880,4342,13820,14712,15278,16614,0,19642,21420,0,9832,10850,17332,20980,0,19926,24080,0,0,7730,0,0,0,0,0,0,9058,9774,24160,0,0,0,0,0,26768,27784,0,0,0,0,0,0,FastExpand
1212,3568,2434,9782,5930,8316,13522,16824,1898,6198,9862,10404,3092,12624,4166,4410,12922,14000,15820,17390,0,21384,0,0,10716,11702,13808,15094,0,15160,15050,0,0,6978,17906,0,0,0,0,0,8374,9362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1178,3388,2212,12490,5644,10166,0,0,1838,7456,11036,0,3202,2846,4188,4184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6264,7584,0,7550,8434,0,0,8754,9540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1146,3328,2330,9790,5944,9258,13292,18868,1854,7720,10788,11144,2870,16786,3896,4236,15434,16286,16266,16272,0,20456,20464,0,12138,14100,14160,16842,0,15666,0,0,0,6928,9392,11752,9696,10664,0,0,8462,9330,13910,0,0,0,0,0,17882,19908,19922,0,0,0,0,0,FastExpand
1178,3192,2502,16556,10304,11176,0,0,1902,6184,8744,12998,3252,3296,4710,4330,0,0,0,0,0,0,0,0,12048,13530,18156,19624,0,19638,0,0,0,5316,6718,8658,7118,7680,0,0,9468,10216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1212,2514,3200,12774,6584,10000,0,0,2008,7210,8272,11882,3960,2992,5056,5410,14094,15082,15060,0,0,0,0,0,12624,13786,15138,0,0,0,0,0,0,7274,10276,11330,10668,11344,0,0,8596,9156,16018,0,0,0,0,0,17414,0,0,0,0,0,0,0,FastExpand
1192,3046,2252,0,0,0,0,0,1894,0,0,0,0,2876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1202,3462,2376,12460,8932,11576,12922,0,1852,9596,9856,14070,2970,7362,3978,4024,15518,0,16844,0,0,0,0,0,13060,15476,15492,0,0,0,0,0,0,5466,6934,8170,7542,8136,0,0,7036,9144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1196,3382,2356,18162,7386,8914,14908,23798,1856,5978,11650,18486,2908,10512,3992,4048,17624,18606,18752,0,0,0,0,0,12308,13704,21742,24956,0,25056,22804,0,0,5728,9656,0,10246,10856,0,0,7256,7814,22948,0,0,0,0,0,25086,26506,29426,27272,0,4068,0,0,FastObs
1196,2936,2262,0,7252,0,0,0,1892,6524,7024,11644,3590,2900,4732,4708,0,0,0,0,0,0,0,0,10004,11624,0,0,0,0,0,0,0,5236,8578,0,0,0,0,0,6690,7286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1162,3368,2500,16328,7566,11156,17694,0,2090,4688,8032,8600,3108,9346,4120,4246,16378,17110,18876,0,0,0,0,0,16074,17978,0,0,0,0,0,0,0,6208,9102,0,0,0,0,0,8106,8744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1218,3676,2432,0,0,0,0,0,1878,3374,0,0,3016,5666,4014,4260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5850,7134,0,7290,7992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1150,3714,2398,0,0,0,0,0,1910,3490,0,0,3036,6278,4026,4178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6004,7290,0,7326,7916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1166,2664,4364,6720,4034,18006,0,0,1834,4742,9250,9430,5072,2886,6174,10622,15084,17902,0,0,0,0,0,0,6424,10566,7972,0,0,0,9096,0,0,20090,0,0,0,0,0,0,0,0,9056,0,0,0,0,0,10580,11826,12698,0,0,0,0,0,FastExpand
1170,3574,2170,9496,7154,11314,15920,21226,1850,3330,11498,11708,2982,11444,3998,3978,14318,15318,23568,0,0,0,0,0,7018,11898,8088,0,0,0,9174,0,0,16046,0,0,0,0,0,0,18474,20156,8652,0,0,0,0,0,9898,10980,19330,15174,0,0,0,0,FastDT
1205,2985,2245,19690,6245,11655,16415,23385,1885,6790,7215,10315,3775,2910,4795,4910,13570,14275,14435,21935,0,22010,0,0,12565,13830,16745,21850,0,18810,20100,0,0,8615,0,0,0,0,0,0,10045,10735,22665,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1190,3554,2390,0,7030,0,0,0,1902,7650,0,0,3088,0,4116,4326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5360,0,0,0,0,0,0,6674,7228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1172,3582,3266,9156,2704,0,0,0,2988,5700,7092,7986,4008,4292,5002,5360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6580,10024,0,0,0,0,0,8042,8646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1180,3482,2282,15980,8454,15040,21584,0,1870,10304,10744,12878,3142,13454,4154,4458,22204,22966,0,0,0,0,0,0,16588,18002,22716,0,0,0,0,0,0,5042,6362,10224,6564,7240,0,0,12704,14460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1514,3452,5978,0,12900,14488,0,0,2244,2920,8130,8972,7090,3224,8546,12336,9268,10050,0,0,0,0,0,0,8182,0,9236,0,0,0,10402,0,0,9844,11220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1262,3912,2188,12864,6262,9548,16888,24444,1810,3786,10690,11086,2870,11742,4514,4294,11306,12450,12404,19352,21490,0,0,0,11452,14188,24298,0,0,0,0,0,0,9704,11674,0,0,0,0,0,11994,14720,13414,0,0,15312,16932,17384,0,0,0,0,16166,19896,20838,26046,FastExpand
1144,2982,4148,10914,5486,9252,0,0,1740,2356,10384,11074,4598,2724,6740,9384,10578,0,0,0,0,0,0,0,6014,0,7300,0,0,0,8404,0,0,11498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1124,3650,2404,7876,6334,14460,19546,0,1976,9500,16730,17108,3232,3010,4488,4496,20344,0,0,0,0,0,0,0,21300,23770,22760,0,0,0,0,0,0,13528,0,0,0,0,0,0,14848,15556,8498,0,0,10166,11298,11540,0,0,0,0,10408,0,17866,0,FastExpand
1380,3226,3542,0,0,0,0,0,2004,2616,0,0,4292,3022,5470,5808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1205,3600,2480,0,8065,17805,0,0,1980,7025,10620,12995,3105,7030,4485,5195,20530,21765,0,0,0,0,0,0,11710,12965,12950,0,0,0,14690,0,0,4230,5520,0,6155,6730,0,0,7160,7775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1140,3312,2324,0,6680,0,0,0,1782,7800,14976,15266,3018,3488,4062,4142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6730,11378,0,11448,12246,0,0,8152,9016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1150,3444,1708,11026,9104,12512,20540,23900,2302,9364,13608,13706,3316,15764,4308,4460,11446,12314,16148,17202,0,24620,0,0,5706,15530,6696,16666,29826,16854,7754,0,0,5716,7060,0,7134,7780,0,0,9588,11150,10034,0,0,0,0,0,11490,12846,12886,14538,0,0,0,0,FastDT
866,3268,3936,14146,12804,22130,22200,31248,1498,4912,16020,16710,4522,2478,5666,6014,18106,19322,27632,0,0,0,0,0,25054,0,26170,32682,33850,0,27596,0,0,8134,9636,0,10182,10714,0,0,12082,12614,15868,0,0,17034,18232,18238,0,0,0,0,0,0,0,0,ReaverDrop
1282,3196,3534,9572,7382,10578,0,0,2048,2650,5038,8332,4298,3036,6568,11004,0,0,0,0,0,0,0,0,5350,0,6406,0,0,0,7756,0,0,8774,10766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1196,3130,3960,13408,7240,8056,0,0,1938,2574,0,0,3900,2994,4982,5960,14464,0,0,0,0,0,0,0,9262,0,14696,0,0,0,0,0,0,8282,0,0,0,0,0,0,10756,11418,14942,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1184,3502,3796,15274,2728,13248,15646,17320,3134,4904,0,0,4456,4122,5872,5588,20524,21298,0,0,34454,0,0,39166,33510,0,34724,0,0,0,0,0,0,9196,10582,11332,10684,11384,0,0,20428,21694,13494,22196,28582,15202,16248,16886,35974,39708,37976,0,13548,33562,22232,38584,FastExpand
1180,3262,2326,0,8984,10224,0,0,1864,5364,0,0,2872,6552,3952,4072,0,0,0,0,0,0,0,0,5096,0,6232,0,0,0,7300,0,0,5800,7140,0,0,0,0,0,7994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1170,3524,2338,11076,6282,12110,17520,24214,1864,7402,8740,11024,2864,3164,4206,3892,12512,13490,13536,13546,0,0,0,0,11144,16904,12414,14086,0,14404,28182,0,0,7716,16352,0,0,0,0,0,9042,9644,16148,0,0,17588,19848,23418,0,0,0,0,27734,0,0,0,FastExpand
1184,2934,2382,12758,9186,16258,22138,25188,1888,4792,10900,11078,4148,2880,5756,9374,15250,15942,19850,26504,0,23892,37198,0,5266,12998,6424,17496,35568,17100,7434,0,0,6166,7712,0,0,0,0,0,8926,10328,19690,0,0,0,0,0,21348,22460,22470,26122,0,0,0,0,FastDT
1258,3682,2330,0,0,0,0,0,1946,4542,0,0,3092,0,4226,4252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1202,2962,3552,0,8558,0,0,0,2010,0,0,0,4234,3074,5388,5442,0,0,0,0,0,0,0,0,7330,0,8334,0,0,0,9394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1190,3490,2486,16186,8058,15220,21652,0,1990,9176,12736,12838,3032,3738,4388,8168,18300,19532,19452,20788,0,0,0,0,8926,13264,9920,22282,0,22308,10970,0,0,4268,5570,0,5792,6632,0,0,16140,18072,18568,0,0,0,0,0,20764,22528,0,0,0,0,0,0,ReaverDrop
1154,2904,4728,19778,9296,25958,29134,38590,1736,2236,15206,29944,5868,2734,7006,9208,4754,6818,25754,41678,50236,26746,0,55564,17152,18750,21692,24362,0,23600,30992,0,0,8996,10520,12166,11148,12134,0,0,10456,11034,44934,0,0,47056,48830,48874,0,0,0,0,45122,51330,50148,55534,FastObs
1178,3310,2230,10286,7992,14660,16038,16394,1872,5214,5584,10972,2992,6594,4000,4096,15492,16506,0,0,18716,0,0,0,10108,11102,12360,19036,0,0,14910,0,0,9012,12332,0,0,0,0,0,10522,11110,13666,0,0,24686,27292,32772,14964,16224,21376,19078,0,0,0,0,FastExpand
1146,3372,2204,11060,8420,14938,23064,23414,1832,6388,12366,12512,2868,10996,3934,4244,16414,17424,17594,26082,0,22238,30562,0,16596,17648,19032,21958,0,20850,0,0,0,5238,8796,10566,9132,9998,0,0,6608,7356,18696,0,0,19936,21252,21276,0,0,0,0,22212,29814,29810,0,FastObs
1148,3082,2256,5266,4140,0,0,0,1852,7908,10034,10916,7212,2854,8222,8256,5764,6818,0,0,13222,0,0,0,16208,17454,0,0,0,0,0,0,0,10728,0,0,0,0,0,0,0,0,8838,0,0,10756,12318,12780,0,0,0,0,12794,0,16806,0,FastExpand
1134,3892,2202,2746,9902,0,0,0,1794,5638,8118,0,3696,2866,4798,4832,0,0,0,0,0,0,0,0,6774,0,8056,0,0,0,9164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1182,2468,3050,12576,8842,15140,0,0,1764,6926,9874,17150,3742,2780,5340,6510,14738,16586,24432,0,19772,0,0,0,15360,16758,22808,24126,0,24190,24816,0,0,4792,6116,0,0,0,0,0,7612,8218,12640,0,0,14432,16148,15482,0,0,0,0,13690,14800,18798,18824,FastObs
1164,3848,2318,0,14832,0,0,0,1768,3490,7984,11822,3000,11666,4098,4408,0,0,0,0,0,0,0,0,6258,11538,7708,0,0,0,9176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
